painting,emotion
sir-lawrence-alma-tadema_entrance-to-a-roman-theatre-1866,excitement
salvador-dali_geodesic-portrait-of-gala,contentment
hieronymus-bosch_last-judgment-right-wing,excitement
edgar-degas_the-racecourse-1885,disgust
marianne-north_red-sea-1880,contentment
rudolf-schweitzer-cumpana_natur-static-cu-sifon-r-ni-i-ardei-iute-1943,contentment
ipolit-strambu_the-red-scarf-1919,contentment
william-blake_the-goblin-1820,fear
orest-kiprensky_portrait-of-elizabeth-olenina-1813,contentment
james-tissot_the-window,amusement
william-merritt-chase_long-island-landscape-after-a-shower-of-rain-1889,awe
vincent-van-gogh_peasant-woman-head-4,sadness
isaac-levitan_corniche-southern-france-1894,contentment
nicholas-roerich_elders-gathering-1898-1,sadness
frederic-remington_an-arguement-with-the-town-marshall-1907,sadness
lucas-cranach-the-elder_portraits-of-johann-i-and-frederick-iii-the-wise-electors-of-saxony-1533,amusement
theodore-chasseriau_othello-and-desdemona-in-venice-1850,fear
jean-francois-millet_the-flight-into-egypt,fear
odilon-redon_the-turquoise-vase,excitement
ipolit-strambu_vase-with-flowers-1909,sadness
paul-cezanne_rock-in-the-forest-of-fontainbleau-1868,contentment
vasily-perov_pilgrims-on-a-pilgrimage-1867,sadness
peder-severin-kroyer_beach-of-skagen-1892,contentment
pierre-auguste-renoir_study-of-a-statuette-by-maillol,sadness
karl-bryullov_portrait-of-v-a-perovsky,awe
konstantinos-volanakis_the-fishnet,awe
albrecht-durer_the-conversion-of-st-paul-1495,excitement
vincent-van-gogh_roses-and-beetle-1890,awe
theodore-gericault_officer-of-chasseurs-of-the-imperial-guard,awe
pierre-auguste-renoir_farm-courtyard,contentment
theodore-gericault_horse-eastern,awe
konstantin-makovsky_an-arab-in-a-turban,awe
james-mcneill-whistler_arrangement-in-black-the-lady-in-the-yellow-buskin,fear
karoly-ferenczy_deposition-from-the-cross-1903,disgust
sir-lawrence-alma-tadema_confidences-1869,awe
konstantin-makovsky_flirt,awe
pierre-auguste-renoir_the-artist-s-son-jean-1900,sadness
osman-hamdi_lady-who-fits-the-vase(1),contentment
mabuse_a-man-with-a-rosary,amusement
vasily-tropinin_kireyevsk-e-v-1839,contentment
theodore-rousseau_out-of-the-forest-of-fontainebleau,awe
joachim-patinir_st-jerome-in-the-desert,sadness
albrecht-durer_pages-of-marginal-drawings-for-emperor-maximilian-s-prayer-book-1515-1,awe
john-henry-twachtman_snow-scene,sadness
konstantin-korovin_patio-1905,contentment
viktor-vasnetsov_savior-in-the-crown-of-thorns-1906,sadness
vincent-van-gogh_peasant-woman-lifting-potatoes-6-1885,sadness
pierre-auguste-renoir_young-woman-wearing-a-black-hat-1895,amusement
lucas-cranach-the-elder_philipp-melanchthon-1532,disgust
hoca-ali-riza_unknown-title(7),contentment
vasily-surikov_strelets-with-cap-1879,disgust
konstantin-makovsky_girl-dressed-as-flora,excitement
albrecht-durer_sylvan-men-with-heraldic-shields-1499,disgust
salvador-dali_landscape-near-ampurdan-2,amusement
theodore-rousseau_alley-chestnut-from-the-castle-shoes,fear
william-scott_sennen-1950,fear
konstantinos-volanakis_the-port-of-volos,sadness
viktor-vasnetsov_prince-andrey-bogolyubsky-1896,awe
winston-churchill_wooded-water-near-blenheim,awe
salvador-dali_iosephet-fratres-in-aegypto-1967,amusement
john-henry-twachtman_brook-in-winter,awe
theophrastos-triantafyllidis_flowers,contentment
gustave-caillebotte_portrait-of-henri-cordier-teacher-at-the-school-of-oriental-languages-1883,contentment
paul-cezanne_a-modern-olympia-1870,fear
vincent-van-gogh_trees-and-shrubs-1889,contentment
ivan-shishkin_early-autumn-1889,contentment
frederic-bazille_the-artist-s-studio-rue-de-la-condamine-1870,awe
pierre-auguste-renoir_woman-in-a-red-blouse,contentment
piet-mondrian_moored-ships-sun,sadness
miklos-barabas_portrait-of-emperor-franz-joseph-i-1853,awe
matej-sternen_on-the-couch-1909,contentment
vincent-van-gogh_weaver-1884-5,contentment
john-singer-sargent_auguste-rodin-1884,contentment
pyotr-konchalovsky_gurzuf-the-overall-view-1929,contentment
viktor-vasnetsov_monomakh-s-hunting,anger
konstantin-korovin_in-conjunction-1886,disgust
vincent-van-gogh_view-of-the-hague-with-the-new-church-1882,sadness
vasily-surikov_second-ecumenical-council-of-constantinople-1876,awe
vincent-van-gogh_the-yellow-house-1888,contentment
odilon-redon_trees,contentment
paul-cezanne_landscape-study-after-nature-1876,contentment
m.c.-escher_railway-bridge-oosterbeek,contentment
gustave-caillebotte_landscape-banks-of-the-yerres,contentment
joaquã­n-sorolla_my-wife-and-daughters-in-the-garden-1910,contentment
theo-van-rysselberghe_spaarnwoude-island-1883,awe
vasily-vereshchagin_at-the-door-of-a-mosque-1873,awe
iosif-iser_baletist,amusement
albrecht-durer_self-portrait-as-the-man-of-sorrows-1522,fear
pierre-auguste-renoir_three-figures-in-a-landscape,contentment
richard-parkes-bonington_boulogne-sands-1827,awe
samuel-mutzner_zi-de-prim-var-1925,contentment
jean-francois-millet_wooded-hillside-near-vichy,contentment
john-singer-sargent_flotsam-and-jetsam-1908,disgust
octav-bancila_ig-ncu-1920,awe
paul-gauguin_tree-in-the-farm-yard-1874,sadness
ivan-shishkin_city-roofs-in-winter,contentment
hieronymus-bosch_the-temptation-of-st-anthony-1516-5,fear
taras-shevchenko_pochayiv-lavra-from-the-west-1846,sadness
rudolf-von-alt_the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1903,excitement
hugo-van-der-goes_the-trinity-altar-panels-1478,sadness
edouard-manet_bathers-on-seine,contentment
vincent-van-gogh_landscape-in-drenthe-1883,fear
john-henry-twachtman_november-haze-aka-upland-pastures-1899,contentment
matej-sternen_portrait-ing-k-1940,contentment
gregoire-boonzaier_still-life-with-fruit-1956,contentment
helene-schjerfbeck_the-neck-of-a-little-girl,contentment
john-lewis-krimmel_wordly-folk-questioning-chimney-sweeps-and-their-master-before-christ-church-in-philadelphia-1813,sadness
richard-parkes-bonington_front-view-of-the-cathedral-1822,sadness
vincent-van-gogh_flying-fox-1886(1),disgust
albrecht-durer_portrait-of-philipp-melanchthon-1526,disgust
konstantin-makovsky_presser-1,sadness
kimon-loghi_biarritz-cliffs,disgust
thomas-eakins_drawing-the-seine-1882,contentment
konstantin-korovin_actress-hope-komarovskaya-1919,contentment
henri-martin_a-young-woman,awe
salvador-dali_the-virgin-of-guadalupe,awe
richard-parkes-bonington_shipping-off-the-coast-of-kent-1825,awe
martiros-saryan_flowers-1937,awe
rafael-zabaleta_partridges,excitement
vincent-van-gogh_orphan-man-talking-with-woman-sien-1883,sadness
ivan-shishkin_autumn-forest-1876,contentment
william-holman-hunt_the-festival-of-st-swithin-or-the-dovecote-1875,awe
maxim-vorobiev_italian-landscape-1847,awe
pablo-picasso_untitled-1971-2,excitement
guy-rose_carmel-seascape,contentment
vasily-vereshchagin_statue-of-vishnu-in-the-temple-of-indra-in-ellora-1876,awe
vincent-van-gogh_the-banks-of-the-seine-1887,awe
peder-severin-kroyer_boys-bathing-at-skagen-summer-evening-1899,fear
gregoire-boonzaier_still-life-with-hibiscus-1991,contentment
vasily-surikov_under-the-rain-by-the-coach-to-black-river-1871,contentment
nicolae-vermont_docked-ship,contentment
william-merritt-chase_venice-view-of-the-navy-arsenal,awe
pierre-daura_untitled-montmartre-1917,fear
viktor-vasnetsov_portrait-of-v-vasnetsov-the-artist-s-wife-1878,contentment
sir-lawrence-alma-tadema_pastimes-in-ancient-egyupe-3-000-years-ago-1863,fear
pyotr-konchalovsky_lake-ilmen-1925,contentment
konstantinos-volanakis_boat-at-moonlight,fear
ivan-shishkin_view-in-the-vicinity-of-st-petersburg-1856,contentment
theophrastos-triantafyllidis_open-air-show,excitement
vasily-polenov_a-depiction-of-jesus-and-the-woman-taken-in-adultery-1888,awe
vincent-van-gogh_man-writing-facing-left-1881,fear
eugene-boudin_the-mill-saint-cenery,contentment
ivan-shishkin_group-of-deciduous-trees-and-stones,fear
max-liebermann_stevenstift-in-leiden-1889,awe
robert-julian-onderdonk_mountain-pinks-in-bloom-medina-lake-southwest-texas-1921,awe
theodore-chasseriau_la-descente-de-croix-1855,awe
vincent-van-gogh_outskirts-of-paris-near-montmartre-1887,contentment
hieronymus-bosch_death-and-the-miser-2,fear
vasily-vereshchagin_frozen-corpses-of-turkish-soldiers-1878,fear
vincent-van-gogh_entrance-to-the-pawn-bank-the-hague-1882(1),contentment
albrecht-durer_nude-study-nude-female-from-the-back-1495,excitement
thomas-cole_the-good-shepherd-1848,awe
joaquã­n-sorolla_isla-del-cap-marti-javea-1905,contentment
richard-gerstl_self-portrait,disgust
vincent-van-gogh_vase-with-flowers,awe
viktor-vasnetsov_portrait-of-mikhail-nesterov-1926,contentment
otto-dix_self-portrait,fear
lucas-cranach-the-elder_portrait-of-martin-luther-1543-1,awe
vasily-vereshchagin_in-a-boat-1904,contentment
james-mcneill-whistler_arrangement-in-white-and-black,awe
pierre-auguste-renoir_rocks-with-shrimp-fishermen-1892,sadness
pyotr-konchalovsky_lake-imandra-resinification-nets-1937,awe
john-henry-twachtman_the-white-bridge,contentment
laszlo-mednyanszky_old-man-1918,sadness
vincent-van-gogh_farmhouse-at-night-1883(1),sadness
vincent-van-gogh_hand-with-bowl-and-a-cat-1885(1),contentment
ivan-shishkin_stream-by-a-forest-slope-1880,awe
bernhard-strigel_portrait-of-count-johann-ii-count-of-montfort-and-rothenfels,amusement
vincent-van-gogh_peasant-woman-head-1884,sadness
pierre-bonnard_jakten,sadness
maxime-maufra_meadow-1888,sadness
john-singer-sargent_a-landscape-study-at-san-vigilio-lake-of-garda,contentment
winston-churchill_diana-churchill-in-the-dining-room-at-chartwell(1),fear
pierre-auguste-renoir_la-grenouillere-1869-1,contentment
john-singer-sargent_camping-at-lake-o-hara-1916,contentment
winslow-homer_long-branch-new-jersey,contentment
edgar-degas_dancer-standing-study-1872,contentment
robert-julian-onderdonk_bluebonnets-late-afternoon,awe
edgar-degas_dancers-in-blue-1895,contentment
eugene-boudin_laundresses-near-a-bridge,awe
konstantin-makovsky_portrait-of-a-kuzhetsov,contentment
viorel-marginean_iarn-la-cenade-1992,excitement
paul-gauguin_bare-trees-1885,fear
octav-bancila_ig-ncu-cu-salb-i-pip-1915,anger
joaquã­n-sorolla_a-farmhouse-in-valencia,sadness
johan-hendrik-weissenbruch_farm-near-noorden,sadness
theodore-gericault_a-portrait-of-a-young-man,contentment
theodore-chasseriau_punishment-of-cain,sadness
tivadar-kosztka-csontvary_the-eastern-railway-station-at-night-1902,contentment
martin-schongauer_holy-antonius,fear
pierre-auguste-renoir_jean-renoir-in-a-chair-child-with-a-biscuit,contentment
vincent-van-gogh_peat-diggers-in-the-dunes-1883,contentment
william-merritt-chase_the-red-gown,sadness
eugene-boudin_beach-scene-13,sadness
hans-baldung_saint-catherine-of-alexandria,awe
volodymyr-orlovsky_reaping-hiok,sadness
william-james-glackens_new-castle-new-hampshire-1909,contentment
william-h.-johnson_harriet-tubman-1945(1),awe
vladimir-dimitrov_unknown-title-19,contentment
nicolae-grigorescu_columbine-in-green-1874,disgust
vincent-van-gogh_road-with-pollard-willows-1881-2,contentment
henry-herbert-la-thangue_goats-at-a-fountain-1926,sadness
rogier-van-der-weyden_saint-jerome-and-the-lion-1450,fear
vasily-surikov_the-model-in-the-ancient-russian-costume-1882,sadness
joaquã­n-sorolla_elena-at-her-desk-1898,contentment
gustave-caillebotte_paris-a-rainy-day-1877,amusement
vasily-perov_students-talk-with-the-monk-1871,fear
john-singer-sargent_mrs-henry-marquand-1887,contentment
salvador-dali_venus-and-sailor-homage-to-salvat-papasseit-1925,amusement
john-crome_view-on-mousehold-heath-near-norwich-1812,awe
vincent-van-gogh_head-of-a-peasant-woman-in-a-green-shawl-1885(1),sadness
john-singer-sargent_under-the-rialto-bridge,contentment
joaquã­n-sorolla_rocks-of-the-cape-javea-1905,awe
marianne-north_exotic-fish-1880,amusement
vincent-van-gogh_the-bakery-in-de-geest-1882,sadness
hans-memling_standing-virgin-and-child,contentment
william-merritt-chase_peonies-1,awe
taras-shevchenko_architectural-project-of-private-house-side-facade-1860,contentment
vincent-van-gogh_vineyards-with-a-view-of-auvers-1890,awe
hans-holbein-the-younger_mayor-jakob-meyer-zum-hasen-1516,contentment
ivan-shishkin_autumn-1892,contentment
thomas-cole_self-portrait-1836,contentment
joaquã­n-sorolla_aim-of-ibiza,awe
vincent-van-gogh_bridges-across-the-seine-at-asnieres-1887(1),contentment
guy-rose_the-end-of-the-day-1891,contentment
pierre-auguste-renoir_washhouse-at-lower-meudon-1875,contentment
albrecht-durer_portrait-of-lucas-cranach-the-elder,fear
william-turner_chichester-canal,contentment
pierre-auguste-renoir_vase-of-flowers-1871,contentment
henri-catargi_landscape-from-caseres-spain-1971,amusement
yiannis-moralis_still-life-1939,contentment
thomas-eakins_wallace-posing,sadness
laszlo-mednyanszky_part-of-tab-n-1900,contentment
walter-sickert_off-to-the-pub,fear
vincent-van-gogh_french-peasant-woman-suckling-her-baby-after-dalou(1),awe
jean-fouquet_the-emperor-charlemagne-finds-roland-s-corpse-after-the-battle-of-roncevaux,sadness
konstantin-makovsky_female-portrait-8,contentment
guy-rose_the-sea-view-of-cliffs,awe
tom-thomson_lightning-canoe-lake-1915,awe
thomas-eakins_illustration-1878,excitement
henry-herbert-la-thangue_selling-chickens-in-liguria-1906,sadness
paul-klee_park-1920(1),amusement
eugene-boudin_the-port-at-saint-vaast-la-houghe-1892,contentment
dimitrie-paciurea_chimera-of-the-sky-1927,excitement
paula-modersohn-becker_nude-girl-sitting-on-the-floor-1904,sadness
mary-cassatt_young-girl-reading-1908,sadness
richard-parkes-bonington_a-boat-beached-in-a-port-at-low-tide-1825,sadness
hans-memling_the-reliquary-of-st-ursula-1489-1,excitement
vasily-surikov_salome-brings-head-of-saint-john-the-baptist-to-her-mother-herodias-1872,disgust
vincent-van-gogh_people-walking-on-a-street-in-the-evening-1886,sadness
nikolai-ge_not_detected_252984,sadness
octav-bancila_evrei-de-vorb-n-t-rgu-cucu,contentment
vasily-perov_last-tavern-at-town-gate-1868,sadness
john-singer-sargent_millet-s-garden-1886,awe
hans-baldung_hercules-and-antaeus-1531,disgust
pyotr-konchalovsky_still-life-red-roses-1952,sadness
sir-lawrence-alma-tadema_a-collection-of-pictures-at-the-time-of-augustus-1867,disgust
edgar-degas_fourteen-year-old-little-dancer,awe
vasily-perov_self-portrait-1870,awe
pyotr-konchalovsky_river-mana-at-the-yenisei-1951,excitement
edgar-degas_three-russian-dancers-1895,awe
rembrandt_young-woman-trying-earrings-1654,excitement
john-singer-sargent_view-from-a-window-genoa,contentment
salvador-dali_untitled-michelangelo-head-with-drawers,disgust
hans-baldung_virgin-and-child-1540,amusement
hans-memling_still-life-with-a-jug-with-flowers-the-reverse-side-of-the-portrait-of-a-praying-man,awe
john-miller_corfu,awe
albrecht-durer_head-of-a-smiling-woman,amusement
vincent-van-gogh_view-from-the-window-of-vincent-s-studio-in-winter-1883-1,contentment
mihaly-munkacsy_pawn-office-1874,amusement
theodore-gericault_anatomical-pieces,disgust
john-hoppner_portrait-of-dorothy-jordan-as-hypolita-c-1791,excitement
mary-cassatt_portrait-of-a-young-girl,amusement
willard-metcalf_the-sunny-brook-chester-vermont,contentment
konstantin-korovin_paris-1906,sadness
william-turner_norham-castle-sunrise-1,sadness
vincent-van-gogh_the-old-tower-in-the-snow-1885,contentment
pieter-bruegel-the-elder_last-judgment,awe
mary-cassatt_child-drinking-milk,contentment
john-atkinson-grimshaw_il-penseroso,awe
william-merritt-chase_shinnecock-landscape-1,contentment
paul-gauguin_interior-of-the-painter-s-house-rue-carcel-1881,sadness
robert-campin_samian-sibyl,disgust
hans-memling_bathsheba-in-the-bath-1480,excitement
james-mcneill-whistler_green-and-violet-portrait-of-mrs-walter-sickert-1886,awe
vasile-popescu_composition-with-sailor-and-siren,contentment
theodore-gericault_the-horse-market,fear
joaquã­n-sorolla_seascape-1904,sadness
hans-holbein-the-younger_jeanne-de-boulogne-duchess-of-berry-1524,awe
octav-bancila_can-cu-flori-de-c-mp-1930,contentment
albrecht-durer_the-adoration-of-the-holy-trinity-landauer-altar-1511,awe
pierre-auguste-renoir_study-two-women-s-heads-1895,sadness
salvador-dali_untitled-still-life-with-white-cloth,contentment
john-henry-twachtman_view-of-venice,excitement
ivan-albright_maine-coast,fear
vasily-perov_portrait-of-the-author-vladimir-dahl-1872,sadness
edouard-manet_marguerite-de-conflans-wearing-hood-1873,contentment
joaquã­n-sorolla_the-smugglers-1919,awe
gustave-caillebotte_woman-sitting-on-a-red-flowered-sofa,contentment
max-liebermann_man-with-parrots-1900,excitement
lucian-grigorescu_case-la-medgidia-1938,contentment
pablo-picasso_portrait-of-the-artist-s-mother-1896,amusement
thomas-eakins_studens-wrestling-in-the-nude-1883,amusement
ivan-kramskoy_children-in-the-forest-1887,contentment
victor-borisov-musatov_self-portrait-with-sister-1898,amusement
taras-shevchenko_in-gustynia-a-church-of-sts-peter-and-paul-1845,contentment
edgar-degas_russian-dancers-1,contentment
albrecht-durer_st-paul,fear
hans-memling_wings-of-a-triptych,awe
konstantin-korovin_in-the-north-1899,fear
albrecht-durer_study-sheet-with-the-rape-of-europa,fear
vasily-vereshchagin_buddhist-lama-in-a-monastery-on-a-holiday-pemionchi-sikkim-1875,contentment
william-merritt-chase_idle-hours,contentment
micaela-eleutheriade_vas-cu-flori,awe
sa-nogueira_figure,fear
eva-gonzales_secretly-1878,excitement
vincent-van-gogh_the-garden-of-the-parsonage-with-arbor-1881,fear
pierre-auguste-renoir_the-bather,contentment
vincent-van-gogh_a-group-of-figures-on-the-beach(1),awe
joaquã­n-sorolla_the-beach-at-biarritz-1906,contentment
paul-cezanne_chestnut-trees-and-farmstead-of-jas-de-bouffin-1876,sadness
pierre-auguste-renoir_hills-around-moulin-huet-bay-1883,sadness
john-lavery_the-red-rose-1923,sadness
pyotr-konchalovsky_cherry-blossoms-1953,awe
vasily-tropinin_not_detected_241177,contentment
vasily-polenov_christ-and-the-sinner-1873,fear
albrecht-durer_drummers-and-pipers,amusement
